Abweichung Wettervorhersage,1.5,0.17647058823529413,01/01/20
Abweichung Wettervorhersage,3.1,0.3647058823529412,01/02/20
Abweichung Wettervorhersage,1.1,0.12941176470588237,01/03/20
Abweichung Wettervorhersage,0.4,0.047058823529411764,01/04/20
Abweichung Wettervorhersage,0.4,0.047058823529411764,01/05/20
Abweichung Wettervorhersage,0.3,0.03529411764705882,01/06/20
Abweichung Wettervorhersage,0.6,0.07058823529411765,01/07/20
Abweichung Wettervorhersage,3.5,0.4117647058823529,01/08/20
Abweichung Wettervorhersage,0.4,0.047058823529411764,01/09/20
Abweichung Wettervorhersage,0.9,0.10588235294117647,01/10/20
Abweichung Wettervorhersage,0.4,0.047058823529411764,01/11/20
Abweichung Wettervorhersage,0.9,0.10588235294117647,01/12/20
Abweichung Wettervorhersage,0.6,0.07058823529411765,01/13/20
Abweichung Wettervorhersage,1.4,0.16470588235294117,01/14/20
Abweichung Wettervorhersage,1.9,0.22352941176470587,01/15/20
Abweichung Wettervorhersage,1.6,0.18823529411764706,01/16/20
Abweichung Wettervorhersage,0.3,0.03529411764705882,01/17/20
Abweichung Wettervorhersage,2.3,0.27058823529411763,01/18/20
Abweichung Wettervorhersage,1.6,0.18823529411764706,01/19/20
Abweichung Wettervorhersage,1.5,0.17647058823529413,01/20/20
Abweichung Wettervorhersage,0.0,0.0,01/21/20
Abweichung Wettervorhersage,3.3,0.388235294117647,01/22/20
Abweichung Wettervorhersage,2.4,0.2823529411764706,01/23/20
Abweichung Wettervorhersage,1.6,0.18823529411764706,01/24/20
Abweichung Wettervorhersage,0.4,0.047058823529411764,01/25/20
Abweichung Wettervorhersage,1.7,0.19999999999999998,01/26/20
Abweichung Wettervorhersage,0.8,0.09411764705882353,01/27/20
Abweichung Wettervorhersage,2.3,0.27058823529411763,01/28/20
Abweichung Wettervorhersage,1.9,0.22352941176470587,01/29/20
Abweichung Wettervorhersage,0.3,0.03529411764705882,01/30/20
Abweichung Wettervorhersage,2.0,0.23529411764705882,01/31/20
