Fluege,7030,0.8801802929760861,01/01/20
Fluege,7030,0.8801802929760861,01/02/20
Fluege,7030,0.8801802929760861,01/03/20
Fluege,7030,0.8801802929760861,01/04/20
Fluege,7030,0.8801802929760861,01/05/20
Fluege,7030,0.8801802929760861,01/06/20
Fluege,7030,0.8801802929760861,01/07/20
Fluege,7030,0.8801802929760861,01/08/20
Fluege,7030,0.8801802929760861,01/09/20
Fluege,7592,0.9505446350319269,01/10/20
Fluege,7592,0.9505446350319269,01/11/20
Fluege,7592,0.9505446350319269,01/12/20
Fluege,7592,0.9505446350319269,01/13/20
Fluege,7592,0.9505446350319269,01/14/20
Fluege,7592,0.9505446350319269,01/15/20
Fluege,7592,0.9505446350319269,01/16/20
Fluege,7498,0.9387755102040817,01/17/20
Fluege,7498,0.9387755102040817,01/18/20
Fluege,7498,0.9387755102040817,01/19/20
Fluege,7498,0.9387755102040817,01/20/20
Fluege,7498,0.9387755102040817,01/21/20
Fluege,7498,0.9387755102040817,01/22/20
Fluege,7498,0.9387755102040817,01/23/20
Fluege,7596,0.9510454488543884,01/24/20
Fluege,7596,0.9510454488543884,01/25/20
Fluege,7596,0.9510454488543884,01/26/20
Fluege,7596,0.9510454488543884,01/27/20
Fluege,7596,0.9510454488543884,01/28/20
Fluege,7596,0.9510454488543884,01/29/20
Fluege,7596,0.9510454488543884,01/30/20
Fluege,7472,0.9355202203580819,01/31/20
Fluege,7472,0.9355202203580819,02/01/20
Fluege,7472,0.9355202203580819,02/02/20
Fluege,7472,0.9355202203580819,02/03/20
Fluege,7472,0.9355202203580819,02/04/20
Fluege,7472,0.9355202203580819,02/05/20
Fluege,7472,0.9355202203580819,02/06/20
Fluege,7570,0.9477901590083886,02/07/20
Fluege,7570,0.9477901590083886,02/08/20
Fluege,7570,0.9477901590083886,02/09/20
Fluege,7570,0.9477901590083886,02/10/20
Fluege,7570,0.9477901590083886,02/11/20
Fluege,7570,0.9477901590083886,02/12/20
Fluege,7570,0.9477901590083886,02/13/20
Fluege,7502,0.9392763240265432,02/14/20
Fluege,7502,0.9392763240265432,02/15/20
Fluege,7502,0.9392763240265432,02/16/20
Fluege,7502,0.9392763240265432,02/17/20
Fluege,7502,0.9392763240265432,02/18/20
Fluege,7502,0.9392763240265432,02/19/20
Fluege,7502,0.9392763240265432,02/20/20
Fluege,7987,1.0,02/21/20
Fluege,7987,1.0,02/22/20
Fluege,7987,1.0,02/23/20
Fluege,7987,1.0,02/24/20
Fluege,7987,1.0,02/25/20
Fluege,7987,1.0,02/26/20
Fluege,7987,1.0,02/27/20
Fluege,7954,0.9958682859646927,02/28/20
